Sentence,Opinion
"Citizens gathered to view and trade precious artworks, the populace intermingled at public festivals and private clubs, and cities had lively entertainment quarters.",0
The network is mostly focused on passenger rail services and connects all major towns and cities.,0
I needed a comfortable commuter that I could also run around with the family in.,1
"Obama also established the White House Task Force to Protect Students from Sexual Assault through an official United States government memorandum on January 22, 2014, with a broad mandate to advise him on issues relating to sexual assault on college and university campuses throughout the United States.",0
Video taking feature is interesting.,1
"I happen to disagree, I feel its about the same.",1
"I have briefly tried typing on a number of netbooks since last fall, and this is the only one that had a decent keyboard just big enough to accommodate my hands and not result in multiple typing errors.",1
We never ate anything onsite,1
"The administrative structure on the 3 BES islands, collectively known as the Caribbean Netherlands, is different.",0
"Some Dutch films – mainly by director Paul Verhoeven – have received international distribution and recognition, such as Turkish Delight (""Turks Fruit"", 1973), Soldier of Orange (""Soldaat van Oranje"", 1977), Spetters (1980) and The Fourth Man (""De Vierde Man"", 1983).",0
The Bolsheviks' influence over railroad and telegraph workers also proved vital in stopping the movement of troops.,0
This insurance covers 41% of all health care expenses.,0
Our one night stay was arranged by the cruise line so I can't comment on the price.,1
"After the war began, German leaders considered deporting Europe's Jews to Siberia.",0
"His concession speech after the New Hampshire primary was set to music by independent artists as the music video """,0
"Great in the car, light, portable, good quality, long battery,scratch resistant.",1
"The room was immaculate, and perfect.",1
"The interior is large, the controls are well placed and simple.",1
"The staff are so friendly and the hotel is in a great location, just 2 blocks from Fisherman's Wharf, bus and cable car station.",1
"To many Japanese scholars, post-war estimations were distorted by ""victor's justice"" when Japan was condemned as the sole aggressor.",0
"The highlight of this hotel for us was the service offered by the staff, particularly the two concierges on duty while we were there.",1
"The location is excellent right in the centre of fishermans wharf, a few minutes walk to all the major attractions and cable car.",1
"As a result, the habitable zones, mainly located in coastal areas, have extremely high population densities.",0
I discovered that I need it while trying to register the device and or to get updated maps at the Garmin website.,1
"As always, the video screen is sharp and bright.",1
The staff was so polite and catered to our every need.,1
"Yes, it is very comfortable, esp for the price paid.",1
The lower gentry assumed a larger role in grassroots administration and local affairs.,0
"Economics has been subject to criticism that it relies on unrealistic, unverifiable, or highly simplified assumptions, in some cases because these assumptions simplify the proofs of desired conclusions.",0
"Barack Obama's presidency ended at noon on January 20, 2017, immediately following the inauguration of his Republican successor, Donald Trump.",0
"By the 1890s, industrialisation in these areas had created the first giant industrial corporations with burgeoning global interests, as companies like U.S. Steel, General Electric, Standard Oil and Bayer AG joined the railroad and ship companies on the world's stock markets.",0
"but I figure this out, right out of the box",1
"According to the UNHCR, in 2012 Japan accepted just 18 refugees for resettlement, while the United States took in 76,000.",0
"I have Comcast cable Internet and a quad, core PC with 4gb of ram and the map update took a little over an hour to download and install.",1
Probably the best feature of the Tuscan Inn is its location.,1
This was my second stay at this location in the past one year.,1
"This Accord has more road noise than I like and the seats tend to be hard, unlike my other Accords.",1
